"ID","Up_regulated"
"hsa-miR-200a-5p","MAP7D2"
"hsa-miR-708-5p","CLEC3B"
"hsa-miR-148a-3p","SCO1"
"hsa-miR-144-5p","KCNA4"
"hsa-miR-146b-3p","ISY1"
"hsa-miR-128","KCNJ14"
"hsa-miR-100-5p","LILRA1"
"hsa-miR-7-1-3p","CNN1"
"hsa-miR-30a-5p","SFTPA2"
"hsa-miR-455-5p","PRNP"
"hsa-miR-1271-5p","ZIC5"
"hsa-miR-361-3p","KRT17"
"hsa-miR-224-5p","G6PD"
"hsa-miR-200b-5p","CAND1"
"hsa-miR-27b-5p","GYLTL1B"
"hsa-miR-181a-5p","GSS"
"hsa-miR-744-5p","AKR1E2"
"hsa-miR-1180","HK2"
"hsa-miR-629-3p","NHLRC4"
"hsa-miR-21-5p","PTK6"
"hsa-miR-424-5p","CDK15"
"hsa-miR-200c-3p","KIAA1522"
"hsa-miR-145-3p","LOC134466"
"hsa-miR-181a-3p","LRRC52"
"hsa-miR-1307-3p","KCNA5"
"hsa-miR-1301","DDX1"
"hsa-miR-30d-5p","BUB1B,CDC6,CDC20,RAD54L,FANCI,RAD51"
"hsa-miR-18a-5p","MAGEA9B"
"hsa-miR-27a-5p","GADD45B"
"hsa-miR-30d-3p","LMO7"
"hsa-miR-183-5p","SOX21"
"hsa-miR-182-5p","IGSF11"
"hsa-let-7b-3p","RAB6B"
"hsa-miR-181c-5p","ADCK5"
"hsa-miR-223-3p","PROK2"
"hsa-let-7a-5p","GOT2"
"hsa-miR-708-3p","CASQ2"
"hsa-miR-30b-5p","PTPN5"
"hsa-miR-101-3p","MS4A7"
"hsa-miR-130b-5p","GYG2"
"hsa-miR-378a-3p","GBP6"
"hsa-miR-205-5p","CDC45,RRM2,CDCA2,BUB1B,CDC20,CENPF,RAD54L,TTK,GTSE1,FANCI,EXO1,KIF14,BUB1,SKA1,PRC1,HJURP"
"hsa-miR-23b-3p","KCTD1"
"hsa-miR-126-5p","NFKBIL2"
"hsa-miR-143-3p","MAP1LC3C"
"hsa-miR-145-5p","APOH"
"hsa-miR-3065-3p","CPAMD8"
"hsa-miR-330-5p","JAKMIP3"
"hsa-miR-29a-3p","TPI1P2"
"hsa-miR-374b-5p","KIAA1609"
"hsa-miR-193b-3p","PTGR1"
"hsa-miR-195-3p","LOC723809"
"hsa-miR-139-5p","LOC148145"
"hsa-miR-21-3p","SYNPO2L"
"hsa-miR-34c-5p","CCDC39"
"hsa-miR-671-5p","CDH5"
"hsa-miR-218-5p","FHL1"
"hsa-miR-26a-5p","RCC2"
"hsa-miR-455-3p","SOX9"
"hsa-miR-423-3p","RASL12"
"hsa-miR-140-3p","CDC45,ESPL1,CDCA2,BUB1B,RAD54L,TTK,C16orf59,GTSE1,EXO1,KIF18B,KIF14,BUB1,SKA1,CENPA,C17orf53,RAD51,TIMELESS,XRCC2,PRC1,HJURP"
"hsa-miR-425-3p","WNT5B"
"hsa-miR-203a","GJB5"
"hsa-miR-106b-3p","CBX2"
"hsa-miR-486-5p","GPX3"
"hsa-miR-330-3p","AKR1B10"
"hsa-let-7g-5p","PAK6"
"hsa-miR-30c-2-3p","CDC45,CENPL,RAD54L,TTK,FANCI,EXO1,KIF18B,BUB1,SKA1,CENPA,RAD51,HJURP"
"hsa-miR-93-3p","IARS"
"hsa-miR-99b-5p","LOC647946"
"hsa-miR-93-5p","PUS7"
"hsa-miR-497-5p","PLOD2"
"hsa-miR-338-3p","EMP2"
"hsa-miR-99b-3p","C9orf140"
"hsa-miR-30a-3p","POLQ"
"hsa-miR-151a-5p","SCRG1"
"hsa-let-7g-3p","C18orf20"
"hsa-miR-22-3p","CCDC150"
"hsa-miR-125b-5p","SPC24"
"hsa-miR-29c-3p","KLF15"
"hsa-miR-196b-5p","PTH2R"
"hsa-miR-1976","RPS6KC1"
"hsa-miR-195-5p","BUB1B,CENPF,TTK,GTSE1,FANCI,KIF18B,BUB1,SKA1,CENPA,C17orf53,HJURP"
