"ID","Up_regulated"
"hsa-miR-199a-5p","KCNN4"
"hsa-miR-769-5p","OVGP1"
"hsa-miR-28-5p","ZG16B"
"hsa-miR-192-5p","TAS2R10"
"hsa-miR-151a-5p","CD36"
"hsa-miR-511","CYP1A2"
"hsa-miR-375","FAM3B"
"hsa-let-7g-5p","OAZ3"
"hsa-let-7e-5p","AK3L1"
"hsa-miR-425-5p","SFRS9"
"hsa-miR-132-3p","IRF7"
"hsa-miR-142-3p","OCIAD2"
"hsa-miR-27b-3p","CTAGE5"
"hsa-miR-140-3p","DENR"
"hsa-miR-221-3p","BEND6"
"hsa-miR-145-3p","C10orf67"
"hsa-miR-744-3p","SLC2A1"
"hsa-miR-27b-5p","SLC45A4"
"hsa-miR-107","RSPO4"
"hsa-miR-200a-5p","ADCY8"
"hsa-miR-139-3p","LHX6"
"hsa-miR-205-5p","MACC1"
"hsa-miR-542-3p","HOTAIR"
"hsa-miR-106b-5p","TOMM70A"
"hsa-miR-181c-3p","KARS"
"hsa-miR-194-5p","RAD18"
"hsa-miR-34a-5p","CDH13"
"hsa-miR-330-5p","SLC35F3"
"hsa-miR-339-3p","BEAN"
"hsa-miR-30a-5p","HTR3C"
"hsa-let-7g-3p","C20orf94"
"hsa-miR-29a-3p","KCNQ3"
"hsa-miR-148a-3p","MYCT1"
"hsa-let-7i-5p","KCTD16"
"hsa-miR-181d","MMP17"
"hsa-let-7d-5p","ANO9"
"hsa-miR-30e-3p","C6orf134"
"hsa-miR-126-5p","SPTBN2"
"hsa-miR-324-5p","CYP3A7"
"hsa-miR-338-5p","HDAC8"
"hsa-miR-24-2-5p","C1orf66"
"hsa-miR-374a-3p","KRT3"
"hsa-miR-155-5p","SNORA76"
"hsa-miR-185-5p","HAS1"
"hsa-miR-93-5p","TARS2"
"hsa-miR-30a-3p","CASKIN2"
"hsa-miR-101-3p","MSL3L2"
"hsa-miR-22-3p","NCBP1"
"hsa-miR-143-3p","CSTF2"
"hsa-miR-143-5p","SNF8"
"hsa-miR-27a-5p","LOC100302650"
"hsa-miR-17-5p","NOL10"
"hsa-miR-21-3p","CA4"
"hsa-miR-181b-5p","RUNDC3B"
"hsa-miR-15a-5p","SCN2B"
"hsa-miR-30d-5p","FAM122B"
"hsa-miR-141-3p","SCN4B"
"hsa-miR-652-3p","C2orf48"
"hsa-miR-26b-5p","FAF1"
"hsa-miR-331-3p","PSKH2"
"hsa-miR-23b-3p","RRBP1"
"hsa-let-7f-5p","TIGD5"
"hsa-miR-361-3p","RPL13AP17"
"hsa-miR-28-3p","PRSS16"
"hsa-miR-497-5p","ABCC3"
"hsa-miR-589-5p","GPR120"
"hsa-miR-210","NFKBIL2"
"hsa-miR-93-3p","NCRNA00115"
"hsa-miR-152","FAM71A"
"hsa-miR-425-3p","MC1R"
"hsa-miR-26b-3p","CLK2"
"hsa-miR-361-5p","IMPA2"
"hsa-let-7a-5p","TNFRSF21"
"hsa-miR-222-3p","KRT19"
"hsa-miR-26a-5p","SRF"
"hsa-miR-486-5p","NR5A2"
"hsa-miR-766-3p","TG"
"hsa-miR-29b-3p","B3GALT1"
"hsa-miR-186-5p","LYG1"
"hsa-miR-1301","LPPR5"
"hsa-miR-505-5p","NTM"
"hsa-miR-141-5p","MYH10"
"hsa-miR-128","DDX55"
"hsa-miR-664a-3p","KPNB1"
"hsa-miR-505-3p","FAM138B"
"hsa-miR-21-5p","SOX4"
"hsa-miR-146b-5p","HMX2"
"hsa-miR-151a-3p","HDAC1"
"hsa-miR-224-5p","VTCN1"
"hsa-miR-15b-5p","PCDH12"
"hsa-miR-30c-2-3p","FAM189A2"
"hsa-miR-3653","KLK3"
"hsa-let-7c","LOC100130386"
"hsa-miR-17-3p","RASGEF1A"
"hsa-miR-181a-3p","RPS6KA6"
"hsa-miR-1287","B4GALNT4"
"hsa-miR-144-5p","TNR"
"hsa-miR-30b-5p","GFRAL"
"hsa-miR-20a-5p","ABCG2"
"hsa-miR-629-5p","ZBTB33"
"hsa-miR-30e-5p","LRIG3"
"hsa-miR-200c-3p","SCNN1A"
"hsa-miR-148b-3p","AGXT2L2"
"hsa-miR-126-3p","MS4A12"
"hsa-miR-99a-5p","PASD1"
"hsa-miR-212-3p","MKI67"
"hsa-miR-191-5p","GTPBP2"
"hsa-miR-25-3p","HERC4"
"hsa-miR-181a-2-3p","MALL"
"hsa-miR-3127-5p","GPR182"
"hsa-miR-451a","ALAS2"
"hsa-miR-214-5p","MICALL2"
"hsa-miR-200b-3p","ENPP2"
"hsa-miR-182-5p","ADH1A"
"hsa-miR-324-3p","OR13C5"
"hsa-miR-1307-3p","PALMD"
"hsa-miR-22-5p","SEPX1"
