"ID","Up_regulated"
"hsa-miR-455-5p","MRPL11"
"hsa-miR-17-5p","CDC45"
"hsa-miR-22-5p","N4BP2L1"
"hsa-let-7c","TRIM61"
"hsa-miR-1301","CD34"
"hsa-miR-425-3p","PTGFR"
"hsa-miR-32-5p","NCAM1"
"hsa-miR-766-3p","PTGER3"
"hsa-miR-126-3p","OR5K1"
"hsa-miR-423-3p","DPYSL3"
"hsa-miR-1468","RFC4"
"hsa-let-7e-5p","BCL8"
"hsa-miR-155-5p","FCGR1B"
"hsa-miR-100-5p","DMRTC1B"
"hsa-miR-142-5p","PDCD1"
"hsa-miR-331-3p","PER3"
"hsa-let-7b-5p","GGTLC1"
"hsa-miR-769-5p","SIGLEC6"
"hsa-miR-200a-5p","PRAME"
"hsa-miR-342-5p","MCM3"
"hsa-miR-191-5p","FAM65B"
"hsa-miR-20a-5p","PSMA5"
"hsa-miR-30a-5p","RSPO4"
"hsa-miR-199b-3p","KCNS2"
"hsa-let-7e-3p","ATG4A"
"hsa-miR-21-3p","KCNAB1"
"hsa-miR-197-3p","ELK3"
"hsa-miR-365a-3p","GNGT1"
"hsa-miR-15b-3p","P2RY1"
"hsa-miR-106b-3p","GPRASP1"
"hsa-miR-143-3p","RYR3"
"hsa-miR-125a-5p","DHRS13"
"hsa-miR-10b-5p","HOXD10"
"hsa-miR-331-5p","RSPO3"
"hsa-miR-19b-1-5p","FANCD2"
"hsa-miR-21-5p","MBOAT2"
"hsa-miR-29c-3p","UTF1"
"hsa-miR-15a-5p","CPEB1"
"hsa-miR-450b-5p","ADAMTS16"
"hsa-miR-744-5p","C3orf64"
"hsa-miR-424-5p","HAPLN4"
"hsa-miR-141-5p","MID2"
"hsa-miR-146b-5p","LOC648691"
"hsa-miR-106b-5p","CLIC2"
"hsa-miR-3605-3p","KLHL12"
"hsa-miR-199b-5p","COL5A1"
"hsa-miR-1976","SOX7"
"hsa-miR-182-5p","DTL"
"hsa-miR-140-3p","PID1"
"hsa-miR-19b-3p","GAS1"
"hsa-miR-30e-5p","MCAM"
"hsa-miR-429","RBM24"
"hsa-miR-186-5p","ENPP1"
"hsa-miR-374a-5p","AGMAT"
"hsa-miR-374b-5p","PVRL4"
"hsa-miR-96-5p","PAXIP1"
"hsa-let-7b-3p","RFC2"
"hsa-miR-16-2-3p","TBL1X"
"hsa-miR-16-5p","PCDHGB7"
"hsa-miR-664a-5p","TMEM48"
"hsa-miR-187-3p","FXYD3"
"hsa-miR-450a-5p","KLK1"
"hsa-miR-15b-5p","CCNB1"
"hsa-miR-101-3p","ANO4"
"hsa-miR-30c-2-3p","C1orf106"
"hsa-miR-651","SCEL"
"hsa-miR-10a-5p","HOXB7"
"hsa-miR-1287","KCNB1"
"hsa-let-7g-3p","TSPAN2"
"hsa-miR-324-5p","PGM5P2"
"hsa-miR-145-3p","PRUNE2"
"hsa-miR-26b-3p","ADD1"
"hsa-miR-148a-5p","GDA"
"hsa-miR-338-3p","FAM157B"
"hsa-miR-224-5p","GART"
"hsa-miR-590-5p","PALM2-AKAP2"
"hsa-miR-542-3p","C1QTNF4"
"hsa-miR-25-3p","FOXP2"
"hsa-miR-139-5p","ZFPM2"
"hsa-miR-671-5p","AKT3"
"hsa-miR-148b-3p","FANCI"
"hsa-miR-660-5p","HPD"
"hsa-miR-151a-5p","FAP"
"hsa-miR-130a-3p","RIMKLA"
"hsa-miR-128","ZEB1"
"hsa-miR-200a-3p","PRDM8"
"hsa-miR-339-5p","GRM7"
"hsa-miR-181b-5p","TRIM10"
"hsa-miR-503-5p","MTUS2"
"hsa-miR-145-5p","GABRP"
"hsa-miR-744-3p","RGS13"
"hsa-miR-1180","HAPLN2"
"hsa-miR-769-3p","CHEK1"
"hsa-miR-532-3p","EHBP1L1"
"hsa-let-7g-5p","GIMAP5"
"hsa-miR-19a-3p","BUB1"
"hsa-miR-361-3p","SLC24A2"
"hsa-miR-3127-5p","GBA"
"hsa-miR-92a-3p","CACNA1C"
"hsa-miR-185-5p","PCDHB15"
"hsa-miR-127-5p","CBLN1"
"hsa-miR-151a-3p","NAALAD2"
"hsa-miR-125b-5p","PRSSL1"
"hsa-let-7d-3p","ABCG2"
"hsa-miR-505-3p","PKD2"
"hsa-miR-484","PRLR"
"hsa-miR-93-5p","HDGF"
"hsa-miR-361-5p","C13orf39"
"hsa-miR-183-5p","STAT5B"
"hsa-miR-26a-5p","C20orf24"
"hsa-miR-24-2-5p","ADRA1A"
"hsa-miR-103a-3p","LOC283856"
"hsa-miR-200b-3p","KATNAL1"
"hsa-miR-200c-3p","TCEAL7"
"hsa-miR-27b-5p","KIAA1210"
"hsa-miR-28-3p","ZNF750"
"hsa-miR-141-3p","RHOJ"
"hsa-miR-3200-3p","NCAPH"
"hsa-miR-23a-3p","SPC24"
"hsa-miR-195-5p","WNT4"
"hsa-miR-28-5p","VN1R2"
"hsa-miR-16-1-3p","TMEM222"
"hsa-miR-133a","CBLN4"
"hsa-miR-1307-3p","TUBA1C"
"hsa-miR-140-5p","ADAMTS9"
"hsa-let-7d-5p","MYADM"
"hsa-let-7i-5p","STXBP6"
