"ID","Up_regulated"
"hsa-miR-502-3p","ZNF643"
"hsa-miR-22-3p","SDK1"
"hsa-miR-99a-5p","ELOVL4"
"hsa-miR-34a-5p","PHLDA3,BBC3,TAX1BP3"
"hsa-miR-150-5p","FAIM3"
"hsa-miR-140-3p","EVPL"
"hsa-miR-584-5p","PCSK2"
"hsa-miR-574-3p","COL4A1"
"hsa-miR-200a-3p","EMILIN3"
"hsa-miR-145-5p","RGS5,GJC1"
"hsa-miR-27a-3p","MTVR2"
"hsa-miR-30a-5p","B4GALT5"
"hsa-miR-378a-3p","KISS1R"
"hsa-miR-374b-5p","PPP1R1C"
"hsa-miR-708-3p","TRPC4"
"hsa-miR-27b-5p","ST6GALNAC6"
"hsa-let-7i-3p","FAM38B"
"hsa-miR-28-5p","PAK3"
"hsa-miR-25-3p","OR5H6"
"hsa-miR-221-3p","SLC26A7,C11orf80,CDR2,BID,GPR98,ALDH3B1,RUNX1,ETV4,PLA2R1,PLXND1"
"hsa-miR-195-5p","CRMP1"
"hsa-miR-181c-5p","DLL4"
"hsa-miR-486-5p","ZIM2"
"hsa-miR-144-5p","HBA2"
"hsa-miR-20a-5p","OIT3"
"hsa-miR-450b-5p","LRRK2"
"hsa-miR-145-3p","FAM176A"
"hsa-miR-26b-3p","AURKAPS1"
"hsa-miR-365a-3p","SEZ6L2"
"hsa-miR-139-3p","TMEM184A"
"hsa-miR-671-5p","ODZ1"
"hsa-miR-497-5p","UGT2B28"
"hsa-miR-199a-5p","DST"
"hsa-miR-126-3p","CYP2S1"
"hsa-miR-200a-5p","FAM178B"
"hsa-miR-222-3p","C11orf80,BBC3,DVL1,GALE,PTP4A3,NPC2"
"hsa-miR-100-5p","FOXA2"
"hsa-miR-375","ARMCX6"
"hsa-miR-181b-5p","F10"
"hsa-miR-200b-3p","SYT4"
"hsa-miR-21-5p","BID,RUNX1"
"hsa-miR-374a-5p","ROR1"
"hsa-miR-27a-5p","BMP2,ODF3L1"
"hsa-miR-218-5p","HIST3H2A"
"hsa-let-7b-5p","GNPDA1"
"hsa-miR-28-3p","PNMA1"
"hsa-miR-106a-5p","HBB"
"hsa-miR-193a-3p","TMEM95"
"hsa-miR-99a-3p","UBE2U"
"hsa-miR-598","SPOCK1"
"hsa-miR-143-5p","PCDH12,GJC1"
"hsa-miR-181a-2-3p","B3GAT1"
"hsa-miR-503-5p","PCDHGC4"
"hsa-miR-30a-3p","NFE2L3"
"hsa-miR-96-5p","ADAMTS7"
"hsa-miR-125b-5p","PRSS1"
"hsa-miR-24-1-5p","RPSAP52"
"hsa-miR-29a-5p","SAMD11"
"hsa-miR-126-5p","VWA5A"
"hsa-miR-132-3p","TSC22D1"
"hsa-miR-146b-3p","CHPT1"
"hsa-miR-148b-3p","LOC100126784"
"hsa-miR-3127-5p","S100A5"
"hsa-miR-199b-3p","SCG3"
"hsa-miR-17-3p","UBE2QL1"
"hsa-miR-142-5p","CD28,PTPRC,ZNF831,CD5,P2RY10,KIF21B"
"hsa-miR-23b-3p","SNX25"
"hsa-let-7i-5p","PRPH"
"hsa-miR-30e-5p","CDKN2B"
"hsa-miR-181d","PIP5KL1"
"hsa-miR-452-5p","HPCAL4"
"hsa-miR-769-5p","CRABP2"
"hsa-miR-450a-5p","CC2D2B"
"hsa-let-7c","OR5H2"
"hsa-miR-181a-5p","ADH1B"
"hsa-miR-26a-5p","PCSK1N"
"hsa-miR-301a-3p","FAM171A2"
"hsa-miR-203a","TMEM163"
"hsa-miR-146b-5p","LOC400794"
"hsa-miR-708-5p","GPR6"
