"ID","Up_regulated"
"hsa-miR-141-3p","CELF2"
"hsa-miR-101-3p","ABCA8"
"hsa-miR-205-5p","KCTD7"
"hsa-miR-574-3p","GFRA1"
"hsa-miR-140-5p","TIAM2"
"hsa-miR-195-5p","RERGL"
"hsa-miR-28-3p","JUND"
"hsa-miR-320a","MAPKBP1"
"hsa-miR-145-5p","GREM2"
"hsa-miR-769-5p","HAND1"
"hsa-miR-16-5p","FAM40B"
"hsa-miR-139-5p","LCN10"
"hsa-miR-24-2-5p","MPZ"
"hsa-miR-145-3p","KIAA1239"
"hsa-miR-1","RGS7BP"
"hsa-miR-30a-5p","DUSP5"
"hsa-miR-10b-5p","SNAI3"
"hsa-miR-141-5p","AP1S2"
"hsa-miR-21-3p","DCT"
"hsa-miR-132-3p","GALNTL6"
"hsa-miR-200b-3p","ACAT1"
"hsa-let-7i-5p","TPPP"
"hsa-miR-185-5p","KCTD12"
"hsa-miR-660-5p","EPB41L2"
"hsa-miR-93-5p","KCNAB1"
"hsa-let-7g-5p","ITGB1BP3"
"hsa-miR-100-5p","SHROOM1"
"hsa-miR-30c-2-3p","BDKRB2"
"hsa-miR-15b-3p","SIK3"
"hsa-miR-148a-3p","LOC653653"
"hsa-miR-629-5p","RAB11FIP2"
"hsa-miR-361-3p","CSDE1"
"hsa-miR-19b-3p","PABPC5"
"hsa-miR-107","MRGPRD"
"hsa-miR-22-5p","IFI44"
"hsa-miR-200c-3p","MOB2"
"hsa-miR-140-3p","UBE2Q2"
"hsa-miR-29b-3p","SLC30A4"
"hsa-miR-1307-3p","HOXC6"
"hsa-miR-15a-5p","FAM48B1"
"hsa-miR-149-5p","LRRC15"
"hsa-miR-30e-5p","DCAF12L2"
"hsa-miR-30a-3p","NCRNA00110"
"hsa-miR-424-5p","ZBTB16"
"hsa-miR-125b-5p","ASPA"
"hsa-miR-181a-5p","ANKRD44"
"hsa-miR-126-3p","ACSM5"
"hsa-miR-500a-3p","TFR2"
"hsa-miR-151a-3p","ANKRD29"
"hsa-miR-25-3p","PCDHGA11"
"hsa-miR-1976","COX7A1"
"hsa-miR-93-3p","RSU1"
"hsa-let-7a-5p","PRG4"
"hsa-miR-19a-3p","C6orf142"
"hsa-let-7b-5p","C17orf102"
"hsa-miR-148b-3p","CNIH4"
"hsa-miR-16-2-3p","PDK4"
"hsa-miR-181a-3p","DISP1"
"hsa-miR-20a-5p","PRICKLE1"
"hsa-miR-191-5p","SALL4"
"hsa-miR-27a-5p","ETS2"
"hsa-miR-942","PKD2"
"hsa-miR-29c-3p","TICAM1"
"hsa-let-7d-5p","CDKL1"
"hsa-miR-361-5p","RXRG"
"hsa-miR-32-5p","FAM160B1"
"hsa-miR-221-3p","IGF2BP2"
"hsa-miR-133a","ADCY2"
"hsa-miR-21-5p","CD302"
"hsa-miR-17-3p","CXorf1"
"hsa-miR-126-5p","FAM26E"
"hsa-miR-27a-3p","C6orf168"
"hsa-miR-23b-3p","C9orf100"
"hsa-miR-193a-3p","CSAG2"
"hsa-miR-502-3p","CDKN2BAS"
"hsa-miR-374a-3p","CSF3"
