"ID","Up_regulated"
"hsa-miR-23b-3p","TMEM205"
"hsa-miR-130b-5p","CDKN3"
"hsa-miR-486-5p","CLEC3B"
"hsa-miR-23a-3p","PCSK4"
"hsa-miR-335-3p","STON1-GTF2A1L"
"hsa-miR-342-5p","EVL"
"hsa-miR-340-3p","MRPL48"
"hsa-miR-28-3p","ZNF467"
"hsa-miR-455-3p","KIF15"
"hsa-miR-576-5p","ANLN"
"hsa-miR-99a-5p","PAK7,SCN2B"
"hsa-miR-452-5p","DMGDH,LAMA4,AKR1C1,ITGB1BP1,GCOM1,DHDDS,EHD2,MRAP,GNG2"
"hsa-miR-141-3p","GIMAP6,PECAM1,CLEC1A,GIMAP8,PEAR1,TMEM140,ERG,GNG11,EMCN"
"hsa-miR-196a-5p","HOXC10"
"hsa-miR-193a-5p","BOK"
"hsa-miR-532-5p","C6orf129"
"hsa-miR-15b-3p","SKA3"
"hsa-miR-30e-3p","DEGS2"
"hsa-miR-142-3p","CCR8"
"hsa-miR-125b-5p","CLDN11"
"hsa-miR-141-5p","LGI4,GPR146"
"hsa-miR-17-5p","STMN1"
"hsa-let-7c","CLDN19"
"hsa-miR-200b-3p","PTPRB,FZD4,NRN1,SHE,TGFBR2,EPAS1,CCDC46,VKORC1L1,GPR146,ERG,CDH5,SH3D19,GPR116,NRP1,TENC1,EHD2,VWF,PDE2A,TEK,PLIN1"
"hsa-miR-151a-5p","NEIL3"
"hsa-miR-107","C17orf90"
"hsa-miR-144-5p","HBA2"
"hsa-miR-148b-3p","DNAJC12"
"hsa-miR-106b-3p","ORC1L"
"hsa-miR-500a-3p","POP1"
"hsa-miR-660-5p","GOLGA5"
"hsa-miR-451a","AADACL2"
"hsa-miR-374b-5p","THPO"
"hsa-miR-100-5p","DST"
"hsa-miR-505-3p","FOXA1"
"hsa-miR-28-5p","F11R"
"hsa-miR-155-5p","IL21R"
"hsa-miR-106b-5p","SNRPG"
"hsa-miR-185-5p","TAS2R3"
"hsa-miR-375","PPP2R2C"
"hsa-miR-21-5p","ADAMTS5"
"hsa-let-7g-3p","ERCC6L"
"hsa-miR-342-3p","ESR1"
"hsa-miR-3607-3p","EMX1"
"hsa-miR-532-3p","KIF4A"
"hsa-miR-378a-5p","PALM2-AKAP2,GYPC,CD36,DTX1,TK2,PNPLA2,GPR109A,ELMOD3,CAMK1,C17orf103,CIDEC,SPTBN1,TYRO3,PHLDB1,CEBPA,CDO1,GABARAPL1,TFE3,MGLL,GPD1,MCAM,CCDC69,LIPE,ITGA7,NPR1,TMEM37,AQP7,MYO1C,ITGB1BP1,AIFM2,HEPACAM,HEPN1,TUSC5,PPP1R1A,STBD1,EHD2,AOC3,G0S2,MRAP,TMBIM1,ZCCHC24,PLIN1,ACO1,RETSAT,RDH5"
"hsa-miR-93-3p","TTK"
"hsa-miR-22-3p","SLC1A3"
"hsa-miR-17-3p","EPR1"
"hsa-miR-25-3p","PSRC1"
"hsa-miR-183-5p","MAP1LC3C"
"hsa-miR-10b-5p","BBS4"
"hsa-miR-103a-3p","C19orf6"
"hsa-miR-195-5p","B3GALT1"
"hsa-miR-200a-5p","CXorf36,CD34,C18orf34,ELTD1,PTPRB,F8,GIMAP6,PECAM1,KCTD12,CDH13,MMRN2,SHE,TGFBR2,CLEC1A,GIMAP8,TSPAN7,EPAS1,MYCT1,CCDC46,PEAR1,BMX,LHFP,NOTCH4,NR5A2,CXCL12,LDB2,KL,MEOX1,ERG,GIPC2,CDH5,GNG11,GPR116,NRP1,C10orf128,ARHGEF15,VWF,EMCN,PDE2A,ZCCHC24,TEK"
"hsa-miR-30a-5p","C1orf64"
"hsa-miR-200c-3p","SHANK3,CXorf36,ELTD1,PTPRB,MMRN2,SHE,CLEC1A,GIMAP8,EPAS1,MYCT1,CCDC46,PEAR1,LHFP,NOTCH4,LDB2,KL,ERG,CDH5,VWF,ADRB2,EMCN,PDE2A,TEK"
"hsa-miR-182-5p","GGPS1"
"hsa-miR-199b-5p","ELMO2"
"hsa-miR-139-5p","ABCA10"
"hsa-miR-151a-3p","PTK2"
"hsa-let-7d-5p","CXXC5"
"hsa-miR-15a-5p","C14orf80"
"hsa-miR-29a-3p","ECT2"
"hsa-let-7i-5p","LOC440925"
"hsa-miR-93-5p","MEX3A"
"hsa-miR-145-3p","KLF6"
"hsa-miR-324-3p","DCAF13"
"hsa-miR-145-5p","GGTA1"
