"ID","Up_regulated"
"hsa-miR-181c-5p","SLC16A13,GJB1,IYD,APOH,STRA6,FTCD,SLC26A1"
"hsa-miR-126-3p","SHBG,MME,GJB1,GHR,NES,UPB1,KDR,MTTP,ALDOB,IL13RA2,MT1F,CLIC5,BPHL,HADH,WNT8B,ITGA8,IGFBP5,FGF1,SFXN2,DNAJC16,FABP1,EHD3,SLC22A8,SUSD2,ZNF488,PDLIM2,NPHS1,MYOM2,ZDHHC6,FRMD1,CA4,MYLK3,KIRREL2,ASS1,TBXA2R,IYD,CDC14A,AGMAT,FMN2,UNC45B,ASPDH,GATSL3,CYP2B6,C14orf68,TSPAN2,GJA5,AZGP1,DPEP1,SLC34A1,HECW1,SLC12A3,MIOX,HPD,GSTA2,STRA6,CRYAA,GJA3,ACSF2,HAO1,DDC,PCOLCE2,PLA2R1,C2orf71,CYP4A11,PIPOX,CTSL2,AFM,MRGPRF,SLC34A3,GPX3,CAMK2A,EMCN,NFASC,TEK,FBP1,PPP1R16B,RAMP3,NPHS2,SORD,TNFAIP8L1,DAO,PODXL,FAM151A,SLC5A2,CHRNA4,PTPRO,SOST,PEPD,PRODH2,SLC5A12,ST6GALNAC3,PCK2"
"hsa-miR-125a-5p","SLC14A1,SIAH3,JAM2,GLTP,PTGER1,C7orf41,RAP1GAP,GPM6A,FAM43A,ADAMTS6,MMRN2,GPIHBP1,CLCNKA,GPBAR1,ZNF44,VAT1L,CPAMD8,IRX1,CCBP2,SUSD4,OR7E91P,IRX2,GPR12,MRPS6,BDKRB1,C10orf55"
"hsa-miR-148b-3p","AQP2,AQP3"
"hsa-miR-3127-5p","SULT1C4"
"hsa-let-7d-3p","SLC27A1"
"hsa-miR-181a-3p","PLA2G7"
"hsa-miR-99a-5p","CYSLTR2"
"hsa-miR-199a-5p","RERGL"
"hsa-miR-127-3p","SFRP1"
"hsa-miR-139-5p","GLTP,DNASE1,PNMT,PTGER1,TMEM61,ADAMTS6,SYP,MMRN2,GPIHBP1,GPBAR1,RASIP1,C5orf38,LOC100303728,LOC400043,GPR113,IRX1,ESRRB,SUSD4,MFSD4,CLDN5,IRX2,MRPS6,BDKRB1"
"hsa-miR-576-5p","RAB20"
"hsa-miR-340-3p","HTRA4,ALOX15B,DNAJC5B"
"hsa-miR-10a-5p","IFNA16"
"hsa-miR-106b-5p","CARHSP1"
"hsa-miR-30d-5p","TIMP2"
"hsa-miR-20a-5p","UPB1,MTTP,XPNPEP2,DMGDH,SLC7A9,PNPLA3,ENPP6,HADH,DNAJC16,ST3GAL1,BHMT,SLC22A8,SUSD2,SYT6,AGMAT,ACADSB,ASPDH,DPEP1,SLC34A1,SLC22A3,HECW1,ALDH6A1,LOC148709,GPR155,DDC,SLC22A7,SLC13A2,SLC34A3,GPX3,PPP1R16B,SORD,SLC5A2,PEPD,SLC5A12"
"hsa-miR-590-3p","HPCA"
"hsa-miR-1468","CHRNB1,CCDC11"
"hsa-miR-532-3p","TMEM207"
"hsa-miR-345-5p","SLC25A34"
"hsa-miR-196b-5p","HOXA9"
"hsa-miR-25-3p","LPA,MME,GHR,NES,KDR,PTPRB,C4orf31,ALDOB,CNNM2,CLIC5,WNT8B,ITGA8,IGFBP5,FGF1,TMEM174,CES3,FABP1,ATP1B2,MMP20,EHD3,SUSD2,ZNF488,PDLIM2,NPHS1,MYOM2,FRMD1,CA4,MYLK3,TBXA2R,IYD,IQSEC3,CDC14A,ODZ2,ASPDH,CALML3,TSPAN2,DPEP1,LMX1B,SLC34A1,SARDH,HECW1,SLC12A3,HPD,GJA3,HAO1,PCOLCE2,PLA2R1,CALB1,ALAD,MRGPRF,SLC34A3,CAMK2A,NFASC,NXPH2,NPHS2,FOLH1B,TNFAIP8L1,PODXL,FAM151A,CHRNA4,PTPRO,INSRR,ST6GALNAC3"
"hsa-miR-186-5p","SPON2"
"hsa-let-7e-3p","SUN1"
"hsa-miR-342-5p","RSPO2"
"hsa-miR-502-3p","PRDM16,SYP,CLDN19,WNK4,LOC255167,GPR113,MFSD4,MUC15,TMEM72"
"hsa-miR-185-5p","MACC1,ITGB8"
"hsa-miR-22-3p","RAB36"
"hsa-miR-204-5p","TTC36,TUBAL3,UPB1,DMGDH,BPHL,KHK,ACAA1,PKLR,ACY3,CES3,HAO2,TREH,TBC1D13,DCXR,IYD,AGXT2,GALM,ACADSB,DAK,SLC22A3,TCL1B,GIPC2,TMIGD1,SLC13A2,CYP4A11,PIPOX,ETNK2,SLC26A1,ADH6,SORD,TNFAIP8L1,APOM,GCDH,ST6GALNAC3"
"hsa-miR-28-5p","GLTP,PNMT,HYAL4,C20orf151"
"hsa-let-7d-5p","ZKSCAN5,ZNF12"
"hsa-miR-29b-1-5p","CDR2"
"hsa-miR-130a-3p","APOBEC3C"
"hsa-miR-374a-3p","SDCCAG3"
"hsa-miR-505-5p","CAMK1"
"hsa-miR-99b-5p","TBC1D3P2"
"hsa-miR-19b-3p","SLC36A2,NOX4"
"hsa-let-7a-5p","BCL2L1"
"hsa-miR-320a","C14orf159"
"hsa-miR-21-3p","HAMP"
"hsa-miR-500b","DNASE1,ADAMTS6,FLJ42875,VAT1L,LOC255167,GPR113,FLRT1,SUSD4,MFSD4,MUC15"
"hsa-miR-625-3p","TTC36,MME,GHR,ACOX2,CNNM2,BPHL,HADH,AGPAT9,CRHBP,HPGD,SLC2A12,C8orf80,PDLIM2,RALYL,MYOM2,ZDHHC6,MYLK3,TBC1D13,ASB10,AGMAT,ASPDH,A2LD1,AZGP1,DAK,TCL1B,GJA3,POLD3,PLA2R1,KCNK10,DDB2,AFM,MSRA,CAMK2A,EMCN,NR1I3,TCL6,CHRNA4,PTPRO,SOST,PNPLA1,PRODH2,ST6GALNAC3"
"hsa-miR-30e-3p","SNAP25"
"hsa-miR-26b-5p","CELF3"
"hsa-let-7i-5p","MME,HPGD,TRPM6,MYOM2,SLC12A3,WNK1,CAMK2A,LOC100130691"
"hsa-miR-30c-5p","SLC14A1,JAM2,GLTP,RAP1GAP,FAM43A,ADAMTS6,FLJ42875,GPBAR1,VAT1L,SUSD4,MRPS6,C10orf55"
"hsa-miR-181a-2-3p","ZMYND10"
"hsa-miR-195-5p","TTC36,SHBG,WEE2,MME,GJB1,TUBAL3,GHR,NES,UPB1,KDR,C11orf54,MTTP,ACOX2,PTPRB,C4orf31,XPNPEP2,DMGDH,ALDOB,CNNM2,ENPP6,MT1F,CLIC5,BPHL,HADH,KHK,WNT8B,ITGA8,IGFBP5,TNNI1,FGF1,SFXN2,DNAJC16,FABP1,ATP1B2,CRHBP,EHD3,BHMT,CRABP1,SLC22A8,SUSD2,ZNF488,PDLIM2,NPHS1,HAO2,SYT6,MYOM2,ZDHHC6,FRMD1,CA4,MYLK3,KIRREL2,TBC1D13,ASS1,TBXA2R,IYD,CDC14A,ASB10,AGMAT,FMN2,UNC45B,ACADSB,ASPDH,CYP2B6,C14orf68,TSPAN2,GJA5,AZGP1,APLNR,DPEP1,DAK,SLC34A1,CNTN1,PRX,SLC22A3,HECW1,SLC12A3,MIOX,HPD,GSTA2,ALDH6A1,STRA6,CRYAA,LOC148709,GJA3,ACSF2,C19orf77,POLD3,HAO1,UPP2,DDC,PCOLCE2,SLC22A7,PLA2R1,SLC13A2,C2orf71,CYP4A11,CALB1,PIPOX,CTSL2,C19orf69,AFM,MRGPRF,SLC34A3,GPX3,MSRA,CAMK2A,EMCN,NFASC,TEK,NXPH2,NTNG1,FBP1,PPP1R16B,RAMP3,NPHS2,SORD,TNFAIP8L1,DAO,PODXL,FAM151A,SLC5A2,RXFP1,CHRNA4,PTPRO,SOST,PNPLA1,PEPD,PRODH2,SLC5A12,ST6GALNAC3,PCK2"
"hsa-miR-423-5p","CSH2"
"hsa-miR-30b-3p","C19orf51"
"hsa-miR-29b-3p","C17orf72"
"hsa-miR-30a-5p","ABCA12"
"hsa-miR-29a-5p","PCDHA4"
"hsa-miR-17-5p","PVT1"
"hsa-miR-328","DHX38"
"hsa-miR-651","AOX1"
"hsa-miR-424-5p","MME,ALDOB,CLIC5,SFXN2,FABP1,SUSD2,PDLIM2,MYOM2,FRMD1,IYD,IQSEC3,ASPDH,DPEP1,LMX1B,SLC34A1,SARDH,HECW1,HPD,STRA6,HAO1,PLA2R1,SLC25A42,SLC34A3,FTCD,CAMK2A,FAM151A,CHRNA4"
"hsa-miR-379-5p","MUC13"
"hsa-miR-181c-3p","SHBG,CES3,IYD,OSTalpha,STRA6,CYP4A11,PLA2G12B"
"hsa-miR-27b-3p","MEG3"
"hsa-miR-429","LYZL6"
"hsa-miR-874","CES3,HPGD,NCRNA00175,CALML3,ETNK2,TCL6,PTH1R"
"hsa-miR-24-1-5p","CLEC3B,RASIP1,SLC9A3R2,USHBP1,C20orf160,NOTCH4"
"hsa-miR-10b-3p","TTC36,SHBG,WEE2,LPA,MME,GJB1,TUBAL3,GHR,NES,UPB1,KDR,C11orf54,MTTP,GSTA1,SLC2A5,ACOX2,PTPRB,C4orf31,XPNPEP2,RAB11FIP3,AK3L1,DMGDH,ALDOB,GATM,PNPLA3,CNNM2,ENPP6,CLIC5,BPHL,HADH,KHK,WNT8B,ITGA8,IGFBP5,TNNI1,TMEM106A,FGF1,SFXN2,PKLR,TMEM174,KIAA1191,CES3,DNAJC16,FABP1,PLG,CRHBP,HPGD,HIBCH,ST3GAL1,BHMT,CRABP1,COLEC11,SLC22A8,SUSD2,ZNF488,SLC2A12,C8orf80,PDLIM2,CYP8B1,NPHS1,HAO2,SYT6,MYOM2,FRMD1,TREH,CA4,MYLK3,TBC1D13,AGXT,DCXR,ASS1,TBXA2R,IYD,SYN2,IQSEC3,CDC14A,AGXT2,AGMAT,GLYATL1,ACADSB,ASPDH,CYP2B6,C14orf68,CALML3,A2LD1,GJA5,AZGP1,APLNR,REEP6,DIO1,DPEP1,DAK,SLC34A1,SLC22A3,SARDH,HECW1,NPR3,ANGPTL3,A1CF,GIPC2,MIOX,HPD,GSTA2,ALDH6A1,STRA6,CRYAA,LOC148709,GJA3,ACSF2,MT1G,C19orf77,POLD3,HAO1,GPR155,UPP2,DDC,PCOLCE2,LOC340094,SLC22A7,KMO,PLA2R1,SLC13A2,CYP4A11,CALB1,SLC25A42,PIPOX,ALAD,CTSL2,C19orf69,AFM,SLC34A3,LOC340508,GPX3,RNF152,MSRA,CAMK2A,EMCN,NFASC,ETNK2,PC,TEK,NXPH2,FBP1,PPP1R16B,TCL6,SLC22A1,NPHS2,FOLH1B,SORD,TNFAIP8L1,APOM,DAO,FAM151A,SLC5A2,CHRNA4,PTPRO,SOST,PTH1R,GCDH,PNPLA1,PEPD,PRODH2,ZYG11A,SLC5A12,ST6GALNAC3,PCK2"
"hsa-miR-145-3p","KIF5C"
"hsa-miR-199b-3p","BCO2"
"hsa-miR-34a-5p","ASS1,FOLH1"
"hsa-miR-378a-3p","KIAA1609"
"hsa-miR-134","CST11"
"hsa-miR-1307-3p","JAM2,CCBP2"
